felt:feature,felt:has_geometry,felt:h3_index,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,geometry,intersects
41891,True,,41891,130200,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP155270,TRINITY,4806.88349226441,"MULTILINESTRING ((-87.05506218100003 34.60872575800007, -87.05358121599994 34.60878937000009, -87.05375737999998 34.60912941100005, -87.05620072699999 34.61013489800008, -87.05872013199995 34.60991971700003, -87.06113495800001 34.61126165600008, -87.0639063039999 34.61308869200009, -87.06970001199994 34.61684218000008, -87.07152156199999 34.61804535200004, -87.07462090599996 34.62161302500006, -87.07621811399996 34.62341636300003, -87.07827519999998 34.628745600000045, -87.07837279999995 34.631027000000046, -87.07837949999997 34.631666900000056, -87.07882620000001 34.63180160000011, -87.07971427699995 34.632071087000035))",True
42049,True,,42049,130402,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,BROWNS FERRY,ATHENS,28361.4090481167,"MULTILINESTRING ((-87.11705751299992 34.70520874500008, -87.118688202 34.70657833000006, -87.11843245599992 34.707116552000066, -87.11748470799992 34.70921452700003, -87.11604859999997 34.71239710000001, -87.11639999999994 34.71356130000004, -87.11668159999994 34.714575499999995, -87.11695789999999 34.71551250000007, -87.11629789999992 34.71636530000005, -87.11560869999997 34.717255800000004, -87.11498529999996 34.71806149999999, -87.11342699999992 34.71834720000001, -87.11229539999994 34.71855470000004, -87.11110939999993 34.71877220000003, -87.11012549999995 34.71895260000008, -87.10914779999993 34.719131800000085, -87.10819659999997 34.71930620000002, -87.10743839999996 34.71944530000005, -87.1065882999999 34.71960109999999, -87.1057489 34.7197550000001, -87.10432119999996 34.72001680000002, -87.10282249999997 34.720291600000024, -87.10132949999993 34.72056530000005, -87.10034649999992 34.72074560000005, -87.09854289999996 34.72107630000007, -87.09661029999995 34.72143060000007, -87.09538769999996 34.72165480000008, -87.09417529999995 34.7221883, -87.0922108999999 34.72298670000005, -87.09126779999997 34.72337000000002, -87.09075279999996 34.724458800000065, -87.09015199999995 34.72553460000007, -87.08962629999994 34.72651780000007, -87.08964239999993 34.72774340000005, -87.08964239999993 34.72937910000006, -87.089702919 34.731698679000026, -87.08764959999995 34.73371330000005, -87.08666750000003 34.73469290000001, -87.08583369999997 34.73552470000006, -87.08274484500001 34.73864244300007, -87.07776559999996 34.74356970000005, -87.07688039999996 34.74448650000004, -87.07603289999994 34.745368100000086, -87.07527109999991 34.74613950000003, -87.07425719999995 34.74712240000009, -87.07359864699995 34.747788741000036, -87.07094739999992 34.750075600000045, -87.0696491999999 34.75121280000009, -87.06845829999996 34.752200100000046, -87.06757849999997 34.753337200000004, -87.06700459999992 34.754086500000064, -87.06613019999992 34.755232400000104, -87.06513239999995 34.7564753, -87.06446719999991 34.75732150000002, -87.06345329999996 34.75861720000009, -87.06267549999994 34.759604400000036, -87.06206389999996 34.76045940000005, -87.06139340000001 34.761279100000024, -87.06044389999991 34.762517500000016, -87.05952659999996 34.76369860000002, -87.05859849999999 34.76487960000003, -87.05783139999997 34.765875500000014, -87.05606739999996 34.76813690000008, -87.05421579999991 34.77030430000011, -87.05137112099999 34.77029704700005, -87.0502676 34.77331830000001, -87.04876019999992 34.77510290000004, -87.0472635 34.77690510000007, -87.04562139999992 34.77920110000009, -87.04518749999998 34.77986600000002, -87.04434529999995 34.781112900000004, -87.0435942 34.782218800000095, -87.04308459999997 34.783033900000106, -87.04243019999993 34.784007600000045, -87.0416577 34.78516630000007, -87.04083689999993 34.786360300000055, -87.04005909999994 34.787518999999996, -87.0392060999999 34.788809800000045, -87.03857309999991 34.78973940000003, -87.03856240000002 34.791078700000085, -87.03856779999992 34.791906900000086, -87.03854629999995 34.793484, -87.03851409999999 34.794765900000044, -87.03851409999999 34.79561620000007, -87.03847119999992 34.79717120000002, -87.03843899999998 34.79832530000006, -87.03842829999998 34.799193100000025, -87.03837469999996 34.80062030000004, -87.03838540000002 34.801452900000065, -87.03839609999991 34.80245280000001, -87.03733400000003 34.803078300000024, -87.03625569999996 34.803730200000025, -87.03477509999995 34.80460670000004, -87.03372369999994 34.80523220000005, -87.0326133 34.80589290000004, -87.03137949999993 34.806641700000064, -87.03037089999997 34.80724510000008, -87.0293678 34.807861800000076, -87.02812329999992 34.80859290000008, -87.027104 34.80922720000008, -87.02598819999996 34.80995390000006, -87.02471679999991 34.81075990000002, -87.02337039999995 34.81165840000009, -87.02201849999999 34.81251730000002, -87.02072569999994 34.81331000000007, -87.01969039999994 34.813988300000055, -87.01871939999994 34.814622500000034, -87.01766259999995 34.81531840000006, -87.01662189999992 34.815992200000025, -87.01516819999998 34.81693029999998, -87.01366609999998 34.81788590000003, -87.01178419999994 34.819107500000015, -87.00840899999997 34.821316600000074, -87.00613449999997 34.82273970000005, -87.00503030499995 34.82368850500008, -87.00348890000001 34.823659000000085, -87.00227759999999 34.82360560000006, -87.00070300000002 34.82353610000009, -86.99966739999996 34.82365810000002, -86.99844729999994 34.823801899999985, -86.9968755 34.8238028000001, -86.99522859999999 34.82380380000008, -86.99377489999996 34.82380460000007, -86.992423 34.82380540000005, -86.9908513 34.82380630000004, -86.98913469999997 34.823807300000055, -86.98750919999999 34.82380830000007, -86.98598039999996 34.82380920000003, -86.98475189999995 34.82416590000002, -86.98337179999999 34.824561700000075, -86.98167429999998 34.824501300000044, -86.98014909999998 34.824447000000056, -86.97864539999993 34.82439350000006, -86.97724469999997 34.82434370000002, -86.97589839999992 34.824295800000066, -86.97426079999997 34.82423750000006, -86.97245979999994 34.82417340000009, -86.97062559999996 34.82410810000004, -86.96785640699997 34.82395616800002, -86.96537099999992 34.82212640000005, -86.96432300000001 34.82208770000007, -86.96349879999993 34.82205730000001, -86.96162209999994 34.821988100000006, -86.95988769999995 34.82192420000003, -86.95811999999992 34.8218590000001, -86.95658599999999 34.821802399999996, -86.95486429999997 34.82173890000005, -86.95308579999993 34.82167330000003, -86.95224089999995 34.822455000000076, -86.9519011079999 34.821479119000024))",True
42853,True,,42853,131374,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014.0,IMAGERY,2017.0,NOT AVAILABLE,161.0,100-161,Y,TAP149924,TAP154392,70644.8721395296,"MULTILINESTRING ((-87.63420508399994 34.73788918700007, -87.63420017500005 34.73780999000003, -87.63412887099997 34.73638904200004, -87.63383910000002 34.73157410000005, -87.63371029999996 34.729581400000036, -87.63361549999993 34.727818200000016, -87.63346359999994 34.724996200000085, -87.63331339999993 34.72287980000007, -87.63319539999996 34.720481200000066, -87.63303792099997 34.718485934000064, -87.63292709999996 34.71678620000004, -87.63278769999994 34.71513710000002, -87.63234029999994 34.71471980000009, -87.63081359999998 34.71463440000008, -87.62862489999996 34.71452850000003, -87.6263932999999 34.71442270000005, -87.62442049999999 34.71435060000007, -87.62227579999993 34.714248100000056, -87.61995869999998 34.714137400000034, -87.61768439999999 34.714028700000014, -87.61579499999995 34.71393840000009, -87.61309299999989 34.71380930000002, -87.61090419999996 34.71370470000002, -87.60875819999988 34.71360210000002, -87.6070399 34.71352000000007, -87.60489390000001 34.71341750000006, -87.60257679999991 34.71330670000005, -87.60013149999996 34.71318990000001, -87.59398279999996 34.71289600000005, -87.5918260999999 34.71279299999999, -87.58938949999998 34.71267650000001, -87.58710299999997 34.71256000000008, -87.58474179999997 34.71243960000004, -87.58248879999995 34.712324700000075, -87.58033129999991 34.71221470000006, -87.57846359999996 34.71211950000004, -87.57617079999996 34.712002600000034, -87.5739598 34.71188990000003, -87.57177529999997 34.71177850000006, -87.56961699999998 34.71166850000003, -87.5674458999999 34.711557800000016, -87.56514519999998 34.71144050000006, -87.56292149999994 34.71132720000006, -87.55931539999995 34.711093400000046, -87.55586359999994 34.710869700000046, -87.55135579999993 34.71057750000006, -87.54646519999994 34.71065280000004, -87.53738770000001 34.7107926, -87.53073499999992 34.71089500000008, -87.52573829999997 34.70852250000007, -87.51947379999993 34.7055478, -87.51708859999992 34.7044152, -87.51434579999992 34.703112800000056, -87.51175021700003 34.701950274000076, -87.49113150100001 34.692492259000026, -87.48906962899996 34.69155421500009, -87.47912867499994 34.687078818000046, -87.47483855599995 34.68512930600009, -87.46964609999992 34.68315750000007, -87.46913619999998 34.68296400000001, -87.467113 34.682196400000045, -87.4655835999999 34.681616200000036, -87.46321889999999 34.68071900000009, -87.46083179999991 34.67981330000006, -87.45888849999992 34.67907600000006, -87.45525689999994 34.677698200000094, -87.45283110000001 34.6767778, -87.45076029999996 34.675992100000066, -87.44861299999997 34.67517730000004, -87.44665419999991 34.674434100000056, -87.44456579999995 34.67364170000007, -87.44261409999996 34.67290110000003, -87.44062369999992 34.67214589999999, -87.43835060000004 34.671283400000036, -87.43669259999999 34.6706543, -87.4344813 34.66981520000008, -87.43215239999996 34.66893150000007, -87.43032329999988 34.6682374000001, -87.42790449999988 34.667319600000006, -87.42532469999998 34.66634060000004, -87.4236709 34.66571310000003, -87.42145249999997 34.66487120000007, -87.41964299999998 34.66418460000003, -87.41783029999989 34.66349670000005, -87.4164218 34.66296220000004, -87.41408470000003 34.66238180000005, -87.41203649999997 34.66187310000002, -87.40989559999996 34.66134139999999, -87.40768139999992 34.6607915000001, -87.40545039999989 34.66023740000001, -87.40388259999995 34.659848000000075, -87.40183149999993 34.65933860000006, -87.3998546999999 34.658847600000065, -87.39777619999997 34.658331400000044, -87.39536149999995 34.65773170000002, -87.3928162 34.65709950000009, -87.39110899999993 34.65660960000002, -87.38853299999997 34.65587040000005, -87.38568859999998 34.65505420000002, -87.38289549999995 34.654252700000065, -87.38174559999997 34.65392270000006, -87.37967749999997 34.65132210000005, -87.37879659999996 34.65021440000006, -87.37753129999997 34.64862330000004, -87.37675419999994 34.64764620000004, -87.37557919999995 34.64616860000008, -87.37479609999994 34.645183800000034, -87.3737724 34.64389650000003, -87.37297599999988 34.6428949, -87.37157059999997 34.64112750000004, -87.37066949999992 34.63999420000007, -87.36977219999991 34.63886580000008, -87.36888779999998 34.63775340000005, -87.36791739999994 34.636533000000014, -87.36708300000002 34.63548360000004, -87.36528999999993 34.63543950000008, -87.36366699999994 34.635399600000014, -87.36197349999999 34.63535800000007, -87.36026799999999 34.63531610000004, -87.35848099999994 34.63527210000002, -87.35687319999994 34.635232600000045, -87.35521569999995 34.63519190000005, -87.35345449999997 34.63514860000002, -87.35180129999998 34.635108000000024, -87.35049029999999 34.63507570000011, -87.34861769999996 34.63502970000009, -87.34658979999996 34.63497990000008, -87.3450617999999 34.634942300000034, -87.34272489999995 34.63488490000006, -87.3404662999999 34.634829400000086, -87.33812539999997 34.634771800000074, -87.33662849999995 34.63473500000002, -87.33529049999997 34.634819500000056, -87.33367859999996 34.63492120000005, -87.33188979999997 34.63503420000002, -87.33053199999996 34.63511990000003, -87.32851989999993 34.635246900000034, -87.32668969999992 34.63536240000005, -87.3244756999999 34.635502200000055, -87.32294599999994 34.63559870000004, -87.32084959999995 34.63573110000002, -87.318958 34.635850500000025, -87.31737719999994 34.63548280000005, -87.31514869999998 34.63496820000009, -87.31267219999998 34.634393300000035, -87.31038459999995 34.63387640000006, -87.30792219999995 34.633285200000024, -87.30620369999994 34.6328842, -87.30387089999994 34.632348700000094, -87.3009127 34.631662500000076, -87.29831229999999 34.63107140000009, -87.2963965 34.630610100000084, -87.29443289999992 34.63014410000005, -87.29210009999996 34.6295924, -87.28957299999998 34.62896180000009, -87.28733599999994 34.628419400000055, -87.28480889999997 34.627795800000065, -87.28215779999991 34.62715590000008, -87.27978559999998 34.62657870000007, -87.2786333 34.6262912, -87.27444389999991 34.62519460000008, -87.27214499999995 34.62457100000008, -87.26984319999993 34.62396359999999, -87.26802879999998 34.62348140000006, -87.26549039999996 34.62281830000006, -87.26269199999993 34.622077400000116, -87.260676 34.62154090000004, -87.25789979999992 34.62080199999999, -87.25552909999995 34.62017100000001, -87.25224589999989 34.61929710000002, -87.24954319999995 34.618577800000054, -87.24721409999992 34.61791270000003, -87.24556759999993 34.617442600000025, -87.24356179999997 34.616869900000026, -87.24163580000003 34.61631990000007, -87.23902969999992 34.615575800000016, -87.23688659999989 34.61496390000008, -87.2346078999999 34.614313200000026, -87.23239919999996 34.61368260000007, -87.23012389999998 34.613032900000036, -87.22799589999995 34.61242510000005, -87.22587200000001 34.611818600000035, -87.22367409999995 34.61119090000003, -87.22158069999992 34.61059300000007, -87.21964779999996 34.610041, -87.21748939999995 34.609424600000075, -87.21537320000002 34.608820200000025, -87.21337549999998 34.608249600000086, -87.2112759999999 34.60780740000004, -87.20890559999997 34.6073205000001, -87.2066739999999 34.60685150000008, -87.20448129999993 34.60639320000004, -87.20248789999991 34.60597590000006, -87.20030819999992 34.6055193, -87.19802669999997 34.605043200000075, -87.19585569999998 34.604602700000044, -87.1936607999999 34.604098000000086, -87.19247329999997 34.60381270000003, -87.19064479999993 34.60339060000008, -87.1893823 34.60311320000004, -87.18744269999993 34.60265670000004, -87.18509859999992 34.60212450000002, -87.1830596999999 34.60165260000008, -87.18089029999996 34.601163300000074, -87.17882199999994 34.60068159999999, -87.17659739999995 34.60018220000002, -87.17444019999992 34.59967020000002, -87.17183569999993 34.59910770000003, -87.16985929999997 34.59863100000003, -87.16847429999996 34.59828550000004, -87.16622519999999 34.59771290000002, -87.1641845 34.59720090000006, -87.16292509999997 34.5968906000001, -87.16131949999995 34.59640630000008, -87.15945949999998 34.595848900000064, -87.15738509999991 34.59523090000003, -87.15546079999996 34.59464570000004, -87.15357019999999 34.59406310000003, -87.15151419999998 34.59345010000002, -87.14897399999994 34.592678300000024, -87.14671259999992 34.59200980000002, -87.14387829999997 34.591159700000055, -87.1405842999999 34.590292000000005, -87.13951799999992 34.59000190000003, -87.13815929999994 34.589662000000054, -87.1347709999999 34.588775700000035, -87.13216239999991 34.58809330000006, -87.12987559999989 34.58749510000005, -87.12759779999998 34.586899300000034, -87.1252031 34.58627290000003, -87.12243639999997 34.58554920000007, -87.11789039999995 34.584360000000025, -87.11578349999996 34.5837655, -87.11373039999995 34.58318620000009, -87.11153609999991 34.582567, -87.10921789999998 34.581912800000026, -87.10754889999991 34.58144180000008, -87.10489699999988 34.580693500000024, -87.10267539999994 34.58006660000004, -87.09966149999995 34.57921610000004, -87.09738239999993 34.57857290000004, -87.09560609999988 34.57807160000004, -87.09443129999993 34.577740100000014, -87.0935120999999 34.577259500000004, -87.0904351 34.575650600000046, -87.08771799999995 34.57423000000007, -87.08594129999996 34.57409980000002, -87.08099489999996 34.57373730000004, -87.07943709999995 34.57362320000005, -87.0775174 34.57348250000009, -87.07468519999996 34.57327500000002, -87.07214219999993 34.573088700000035, -87.06937509999997 34.5728859000001, -87.06768239999992 34.572761900000046, -87.06655309999995 34.572679100000066))",True
43440,True,,43440,132148,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,UNKNOWN111055,TAP154403,2260.23561346612,"MULTILINESTRING ((-87.623999003 34.82743899300004, -87.62315385799995 34.82757731099999, -87.62340069999999 34.82898580000008, -87.62363450000001 34.83056600000001, -87.62378979999993 34.831543900000064, -87.62404169999999 34.83304460000005, -87.62423319999994 34.83424090000005, -87.62441059999996 34.83535770000001, -87.6246283 34.83680710000007, -87.6248682 34.83814230000011, -87.62472510000002 34.8394046000001, -87.62458199999995 34.84069180000002, -87.62445499999995 34.84194750000003, -87.62428359999997 34.84341990000008))",True
43840,True,,43840,132618,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf, EIA 861",2014.0,IMAGERY,2015.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,DECATUR,TRINITY,20221.4296955042,"MULTILINESTRING ((-86.95887882399991 34.59825331600005, -86.95814378799994 34.59777764600004, -86.95842017799994 34.59621275300002, -86.95851524999996 34.594354040999995, -86.9585532789999 34.59188091000006, -86.95860556799997 34.58884809500004, -86.95869113299996 34.58310305200005, -86.95872916199993 34.58027343300007, -86.95672789799994 34.57350622200004, -86.95695607100001 34.56652708100007, -86.958800466 34.563505084, -86.96216125699988 34.55804015800004, -86.96486070000002 34.55922060000005, -86.96816519999994 34.56059450000005, -86.97623319999995 34.56600170000011, -86.98653290000001 34.56610770000006, -86.99366219999999 34.566182800000036, -86.99694529999995 34.56620040000004, -87.00355419999993 34.566280000000084, -87.0068103999999 34.566328500000054, -87.0104153 34.566328500000054, -87.01390749999993 34.566355100000095, -87.01696529999995 34.56742850000008, -87.02039849999993 34.56866090000001, -87.02387289999992 34.56992000000003, -87.02718179999995 34.571079300000086, -87.03058550000002 34.57231160000006, -87.03390879999988 34.57350650000006, -87.03730709999995 34.57481400000008, -87.04048819999993 34.57590499999999, -87.04368539999997 34.57707550000006, -87.04695239999998 34.578223900000026, -87.04858849999991 34.58386830000005, -87.05040699999994 34.59001150000001, -87.05107759999996 34.59233880000007, -87.05216119999993 34.59604820000001, -87.05386709999998 34.60184600000007, -87.05477369999996 34.60458360000008, -87.05518129999997 34.606095000000046, -87.05332519999999 34.607313600000076, -87.05327299499996 34.60801150100007, -87.05506218100003 34.60872575800007))",True
43842,True,,43842,132620,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2014.0,TENNESSEE VALLEY AUTHORITY,-999999.0,100-161,Y,UNKNOWN114932,TAP154389,12735.3439332799,"MULTILINESTRING ((-87.07126949999997 34.85934080000004, -87.07170139999994 34.859526200000055, -87.07350489999999 34.86030090000001, -87.07516979999997 34.86101600000003, -87.07699410000002 34.86179960000006, -87.07882209999994 34.862584800000015, -87.08073399999995 34.86340600000001, -87.08227879999997 34.864069500000056, -87.08377989999998 34.864714199999995, -87.0857427999999 34.8655573, -87.08692229999998 34.86606389999999, -87.08848359999995 34.86673440000001, -87.08984639999991 34.86731970000009, -87.09087749999993 34.8679783000001, -87.09217019999997 34.86879880000003, -87.09317939999997 34.86946630000007, -87.094595 34.8700135, -87.09559889999993 34.8704016, -87.09659179999994 34.87078530000005, -87.09831059999999 34.8714497, -87.10126029999995 34.872589800000036, -87.10253190000003 34.8730813, -87.10425519999998 34.873747400000035, -87.10565319999999 34.87428770000002, -87.1116433 34.87660290000011, -87.11390829999992 34.87747830000004, -87.11556329999999 34.87811790000006, -87.11555299999995 34.8792047000001, -87.11554579999998 34.87996970000006, -87.1155287 34.881768100000045, -87.11551939999994 34.88275490000006, -87.11550909999991 34.8838468000001, -87.11549849999993 34.88496420000003, -87.11548159999997 34.88674070000009, -87.11546910000001 34.88805980000006, -87.11539265199994 34.89938356900007, -87.1170029319999 34.90395953900005, -87.11829234399997 34.90781407200005, -87.11902915099994 34.90990450800006, -87.11931436699997 34.91230673800004, -87.11990262399992 34.917266902000044, -87.120389868 34.92143749500009, -87.12088899499999 34.92569556900005, -87.12141783299997 34.92993393600008, -87.12182188799996 34.929963165000025, -87.12206550999998 34.92997778000008))",True
44055,True,,44055,132890,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,MORGAN ENERGY CENTER,TRINITY,5876.98262077963,"MULTILINESTRING ((-87.063975628 34.63879888300002, -87.06412243399994 34.63847782500006, -87.0640061289999 34.63718068000005, -87.06407743299998 34.63350416100009, -87.06925885099992 34.63350807200001, -87.06919705499996 34.63125123400003, -87.069244591 34.62891219400009, -87.06199535899992 34.626706082000034, -87.06068336699998 34.62284133300002, -87.05852048099992 34.616108886000085, -87.05692327299992 34.611210796000044, -87.056566754 34.610224883000065, -87.05615794499992 34.61025618200005, -87.05276863200001 34.60914114800004, -87.05259904999998 34.608705506999996, -87.05506218100003 34.60872575800007))",True
44141,True,,44141,133001,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.tva.com/power/projects/hunstville_al/205817webmap_adj_pref.pdf",2014.0,IMAGERY,2015.0,TENNESSEE VALLEY AUTHORITY,500.0,500,Y,UNKNOWN114484,BROWNS FERRY,16619.4391761524,"MULTILINESTRING ((-87.11705751299992 34.70520874500008, -87.11530064999995 34.704530075000015, -87.11429930000001 34.70528720000003, -87.1112308 34.70623980000008, -87.10780079999992 34.707867200000074, -87.10409639999997 34.70962460000003, -87.1003735 34.71139090000004, -87.09736419999994 34.71281850000005, -87.09321709999993 34.71478590000006, -87.08626479999995 34.71473299999998, -87.08292989999993 34.714021800000076, -87.08060209999992 34.71352530000005, -87.07696529999997 34.71274970000007, -87.07354439999993 34.712020100000096, -87.07139389999993 34.71156140000005, -87.07139389999993 34.70880970000009, -87.07139389999993 34.70641070000007, -87.07139389999993 34.70334130000001, -87.07139389999993 34.70039530000003, -87.07139389999993 34.697078600000054, -87.07139389999993 34.69423820000006, -87.07139389999993 34.69085080000009, -87.07139389999993 34.688645400000055, -87.07232270099995 34.68451537900007, -87.07421629999997 34.67755000000002, -87.07610180899992 34.67048916400008, -87.07799136299997 34.663592461000036, -87.07915361699993 34.65920548400002, -87.07910370399998 34.65268910400003, -87.0791108349999 34.650043695000086, -87.07909049999995 34.64034610000002, -87.07911759999993 34.63751690000003, -87.079133325 34.635882442000046, -87.08297550699996 34.636205245000006, -87.08507184200002 34.63629911200005, -87.08582512799991 34.63612858600002))",True
46194,True,,46194,135300,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.mei.ms/2014/08/15/mississippis-electricity-generation/, EIA 861",2014.0,IMAGERY,2016.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,CHEROKEE,TAP154380,32643.4603926673,"MULTILINESTRING ((-87.93805726499998 34.80339519900007, -87.93817135099991 34.80218908600004, -87.9379716999999 34.79999344600006, -87.93799309100001 34.79543804000009, -87.93796456999996 34.791409399000024, -87.93792178699994 34.788124272000076, -87.9417864599999 34.7864962990001, -87.95323786899995 34.78166489600001, -87.9618299909999 34.778033837000066, -87.96658596199993 34.776019117000004, -87.97317444500003 34.77457247000009, -87.9866794069999 34.77167910000001, -88.00163183799998 34.76845176000006, -88.01171421199993 34.76504856700008, -88.02703029399994 34.76519500600008, -88.030124884 34.75975898700005, -88.03190748199991 34.756531181000085, -88.042296463 34.753678188, -88.05390474099991 34.756542898000106, -88.06641857799991 34.75964182800002, -88.07532443799997 34.76186197200007, -88.07728173000001 34.76238331700005, -88.07952129999997 34.76214920000003, -88.08267959999993 34.76184720000001, -88.08599330000001 34.761530300000096, -88.08850629999989 34.76128990000008, -88.09166679999997 34.76098770000004, -88.09267459999997 34.76089130000002, -88.09485090000001 34.76218380000003, -88.09632239999999 34.76305770000005, -88.10021009999993 34.765366600000036, -88.10154329999996 34.76615840000009, -88.10446559999991 34.76789390000003, -88.10568779999996 34.76861960000005, -88.10712099999999 34.7694708000001, -88.10811520000003 34.77006120000006, -88.11279357099993 34.77206560800003, -88.14871085500002 34.78712842400007, -88.16341539799996 34.80579126500006, -88.17097622599991 34.813619587000034, -88.1718875059999 34.81451845200007))",True
46418,True,,46418,135552,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2015.0,IMAGERY,2015.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,FIVE POINTS,TAP155256,36.4649750241904,"MULTILINESTRING ((-87.30831323399993 35.036609394000045, -87.30799749599997 35.036537958000075))",True
46804,True,,46804,135978,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP154393,WILSON DAM,1604.04395344497,"MULTILINESTRING ((-87.63806839999991 34.78999070000003, -87.63486049999995 34.790924700000076, -87.63317069999991 34.79141810000006, -87.62795109999995 34.79277490000006, -87.62530388600003 34.79356207800003, -87.62438597599997 34.793489523000076))",True
47028,True,,47028,136224,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014.0,IMAGERY,2017.0,NOT AVAILABLE,161.0,100-161,Y,TAP155251,TAP155253,1621.25101916071,"MULTILINESTRING ((-87.29918998799994 34.70630538200001, -87.29967909999992 34.70677370000002, -87.30199109999998 34.709057600000015, -87.30855014499998 34.715477389000064))",True
47522,True,,47522,136810,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2018.0,TENNESSEE VALLEY AUTHORITY,-999999.0,UNDER 100,Y,TAP155273,TRINITY,6046.4793599862,"MULTILINESTRING ((-87.05777789499993 34.57124809500004, -87.05785276399996 34.57128038800002, -87.05753189699999 34.571468269000015, -87.05968883999998 34.575032072000035, -87.06076196399991 34.576799239000024, -87.06150708999992 34.579402953000084, -87.06177447999991 34.58033052500006, -87.06177804499997 34.581325598000035, -87.06177447999991 34.58900986400002, -87.06177447999991 34.59121404300001, -87.06178161000001 34.59315989400005, -87.06178161000001 34.59519667800005, -87.06179230599996 34.59767655700003, -87.06179230599996 34.598609795000066, -87.05697929099998 34.60282097000007, -87.05407722199993 34.60535344200006, -87.05193453899996 34.607240274000056, -87.05185610499996 34.60915934100006, -87.05223313699996 34.609200038000026, -87.05506218100003 34.60872575800007))",True
47538,True,,47538,136880,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,FORD CITY,TAP153522,36.0061127738621,"MULTILINESTRING ((-87.53028156299997 34.77899133900006, -87.53042426999994 34.77922975000002))",True
47633,True,,47633,136958,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP153525,WILSON DAM,4302.12133265932,"MULTILINESTRING ((-87.653752304 34.77917164200003, -87.6527372 34.78018630000001, -87.65146319999992 34.781483000000016, -87.65067459999992 34.78231130000003, -87.64984718999999 34.783114994000066, -87.64479789999997 34.786349200000096, -87.64018179999998 34.787761300000064, -87.63840079999993 34.78832080000008, -87.63743520000001 34.78862040000005, -87.63543699999995 34.789240200000016, -87.63407179999996 34.78903670000006, -87.63243559999991 34.788875900000015, -87.63006449999992 34.788697500000055, -87.62897559999996 34.78867850000008, -87.62772559999996 34.78864240000004, -87.62590169999994 34.788612400000076, -87.62621707099996 34.79093865900008, -87.625247338 34.792010256000005, -87.62438597599997 34.793489523000076))",True
